Магазин,Адресс,Категория,Подкатегория,Наименование товара,Цена со скидкой,Цена без скидки,Ссылка на товар
Лента,-,Сладости,Конфеты,Конфеты глазированные Konti Amour с нугой и мягкой...,168.49,129.99,https://sbermarket.ru//lenta/konfety-glazirovannye-konti-amour-s-nugoy-i-myagkoy-karamel-yu-150-g-d73f68d?sid=57
Лента,-,Сладости,Конфеты,Карамель леденцовая Лента Kids на палочке 30 г,42.19,34.99,https://sbermarket.ru//lenta/karamel-ledentsovaya-lenta-kids-na-palochke-30-g-bfd743a?sid=57
Лента,-,Сладости,Конфеты,Леденцы Холодок Ассорти таблетированные с витамином С 15 г,-,11.59,https://sbermarket.ru//lenta/ledentsy-holodok-assorti-tabletirovannye-s-vitaminom-s-15-g-4eab0ab?sid=57
Лента,-,Сладости,Конфеты,Конфеты карамельные Рот Фронт Мечта 250 г,110.59,84.99,https://sbermarket.ru//lenta/konfety-karamel-nye-rot-front-mechta-250-g-e9bce09?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Бабаевский Dark cream с...,484.29,369.99,https://sbermarket.ru//lenta/konfety-shokoladnye-babaevskiy-dark-cream-s-fundukom-orehovym-kremom-200-g-fdac403?sid=57
Лента,-,Сладости,Конфеты,Набор конфет Konti Esfero Dark & White 120 г,484.29,349.99,https://sbermarket.ru//lenta/nabor-konfet-konti-esfero-dark-white-120-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Победа вкуса Трюфели с Марципаном 225 г,52.69,699.99,https://sbermarket.ru//lenta/konfety-shokoladnye-pobeda-vkusa-tryufeli-s-martsipanom-225-g-d029018?sid=57
Лента,-,Сладости,Конфеты,Карамель Акконд Рыжуха с молочно-помадной начинкой со...,147.39,89.99,https://sbermarket.ru//lenta/karamel-akkond-ryzhuha-s-molochno-pomadnoy-nachinkoy-so-vkusom-kofe-i-slivok-200-g-ff4e479?sid=57
Лента,-,Сладости,Конфеты,Карамель леденцовая Лента Ассорти ~1 кг,242.19,199.99,https://sbermarket.ru//lenta/karamel-ledentsovaya-lenta-assorti-1-kg-4a09009?sid=57
Лента,-,Сладости,Конфеты,Конфеты помадные Красный Октябрь Ромашки 250 г,221.09,129.99,https://sbermarket.ru//lenta/konfety-pomadnye-krasnyy-oktyabr-romashki-250-g-ba80ef2?sid=57
Лента,-,Сладости,Конфеты,Конфеты трюфельные Победа Вкуса Classic шоколадные в...,310.59,269.99,https://sbermarket.ru//lenta/konfety-tryufel-nye-pobeda-vkusa-classic-shokoladnye-v-obsypke-kakao-180-g-bade2c0?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Красный Октябрь Красная шапочка...,394.79,214.99,https://sbermarket.ru//lenta/konfety-shokoladnye-krasnyy-oktyabr-krasnaya-shapochka-vafel-nye-250-g-e92e459?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Dolce Albero 250 г,305.29,239.99,https://sbermarket.ru//lenta/konfety-shokoladnye-dolce-albero-250-g-c29166b?sid=57
Лента,-,Сладости,Конфеты,Конфеты трюфельные Premium Club Трюфель классический 160 г,242.19,199.99,https://sbermarket.ru//lenta/konfety-tryufel-nye-premium-club-tryufel-klassicheskiy-160-g?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Mieszko Водка 180 г,-,368.49,https://sbermarket.ru//lenta/shokoladnye-konfety-mieszko-vodka-180-g-c3c354b?sid=57
Лента,-,Сладости,Конфеты,Ирис Красный Октябрь Крепыш,151.58,100.0,https://sbermarket.ru//lenta/iris-krasnyy-oktyabr-krepysh-a6a88d5?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Фабрика имени Крупской ассорти 249 г,463.19,329.99,https://sbermarket.ru//lenta/konfety-shokoladnye-fabrika-imeni-krupskoy-assorti-249-g-a081b85?sid=57
Лента,-,Сладости,Конфеты,Конфеты Лента Курага в глазури 200 г,178.99,149.99,https://sbermarket.ru//lenta/konfety-lenta-kuraga-v-glazuri-200-g-8e0a5e6?sid=57
Лента,-,Сладости,Конфеты,Конфеты протеиновые Правильные сладости Кокос 75 г,126.39,104.99,https://sbermarket.ru//lenta/konfety-proteinovye-pravil-nye-sladosti-kokos-75-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты протеиновые Правильные сладости манго 75 г,126.39,104.99,https://sbermarket.ru//lenta/konfety-proteinovye-pravil-nye-sladosti-mango-75-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Славянка Птичка классическая 236 г,284.29,209.99,https://sbermarket.ru//lenta/konfety-glazirovannye-slavyanka-ptichka-klassicheskaya-236-g-41b16b9?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Красный Октябрь Ласточка 250 г,199.99,119.99,https://sbermarket.ru//lenta/konfety-shokoladnye-krasnyy-oktyabr-lastochka-250-g-7bd3822?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Сладкий Орешек Фуршет с кремовой...,111.58,86.0,https://sbermarket.ru//lenta/shokoladnye-konfety-sladkiy-oreshek-furshet-s-kremovoy-nachinkoy-i-vafel-noy-kroshkoy-9ca4e73?sid=57
Лента,-,Сладости,Конфеты,Конфеты сухофрукты в глазури Кремлина курага в шоколадной...,199.99,169.99,https://sbermarket.ru//lenta/konfety-suhofrukty-v-glazuri-kremlina-kuraga-v-shokoladnoy-glazuri-190-g-07c61af?sid=57
Лента,-,Сладости,Конфеты,Конфеты карамельные Рот Фронт Дюшес 250 г,105.29,74.99,https://sbermarket.ru//lenta/konfety-karamel-nye-rot-front-dyushes-250-g-c1bba50?sid=57
Лента,-,Сладости,Конфеты,Конфеты Mamba жевательные Волшебный Твист 150 г,189.49,139.89,https://sbermarket.ru//lenta/konfety-mamba-zhevatel-nye-volshebnyy-tvist-150-g-98d0899?sid=57
Лента,-,Сладости,Конфеты,Конфеты желейные Di&Di Умные Сладости со вкусом малины 90 г,134.79,109.99,https://sbermarket.ru//lenta/konfety-zheleynye-di-di-umnye-sladosti-so-vkusom-maliny-90-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты Konti Bonjour со вкусом сливок 80 г,136.89,89.99,https://sbermarket.ru//lenta/konfety-konti-bonjour-so-vkusom-slivok-80-g-0ef35dd?sid=57
Лента,-,Сладости,Конфеты,Конфета Essen Даежь с ореховой пастой 40 г,26.39,17.99,https://sbermarket.ru//lenta/konfeta-essen-daezh-s-orehovoy-pastoy-40-g-1d3e34f?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Победа вкуса трюфели тирамису с...,52.69,699.99,https://sbermarket.ru//lenta/shokoladnye-konfety-pobeda-vkusa-tryufeli-tiramisu-s-martsipanom-v-gor-kom-shokolade-s-syrom-maskarpone-225-g-aa039f2?sid=57
Лента,-,Сладости,Конфеты,Конфеты Красный Октябрь Алёнка крем-брюле овал 250 г,226.39,149.99,https://sbermarket.ru//lenta/konfety-krasnyy-oktyabr-alyonka-krem-bryule-oval-250-g-6acb5a3?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Лента Птичьи сказки,84.22,52.0,https://sbermarket.ru//lenta/konfety-shokoladnye-lenta-ptich-i-skazki-189770c?sid=57
Лента,-,Сладости,Конфеты,Конфеты суфлейные La Boheme Шодо в шоколадной глазури 200 г,-,147.39,https://sbermarket.ru//lenta/konfety-sufleynye-la-boheme-shodo-v-shokoladnoy-glazuri-200-g-6ddac05?sid=57
Лента,-,Сладости,Конфеты,Конфеты Выбор Семьи изюм в глазури 100 г,57.89,49.99,https://sbermarket.ru//lenta/konfety-vybor-sem-i-izyum-v-glazuri-100-g-1828886?sid=57
Лента,-,Сладости,Конфеты,Конфеты Delisse Финики в глазури 200 г,126.39,99.99,https://sbermarket.ru//lenta/konfety-delisse-finiki-v-glazuri-200-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Рот Фронт Птичье молоко 200 г,252.69,189.99,https://sbermarket.ru//lenta/konfety-shokoladnye-rot-front-ptichie-moloko-200-g-bc52a6c?sid=57
Лента,-,Сладости,Конфеты,Конфеты вафельные Победа вкуса Птица счастья с пралиновой...,189.48,145.98,https://sbermarket.ru//lenta/konfety-vafel-nye-pobeda-vkusa-ptitsa-schast-ya-s-pralinovoy-nachinkoy-v-shokoladnoy-glazuri-7e04753?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Essen Лунная соната,84.22,61.98,https://sbermarket.ru//lenta/konfety-shokoladnye-essen-lunnaya-sonata-a8f4c71?sid=57
Лента,-,Сладости,Конфеты,Конфеты Трюфель 200 г,126.39,109.99,https://sbermarket.ru//lenta/konfety-tryufel-200-g-184c695?sid=57
Лента,-,Сладости,Конфеты,Конфеты мармеладные Фрутландия Апельсинов и Лимонов 194 г,115.79,68.99,https://sbermarket.ru//lenta/konfety-marmeladnye-frutlandiya-apel-sinov-i-limonov-194-g-41c764e?sid=57
Лента,-,Сладости,Конфеты,Конфеты ирис Werther's Original в молочном шоколаде 45 г,78.99,54.89,https://sbermarket.ru//lenta/konfety-iris-werther-s-original-v-molochnom-shokolade-45-g-dcba20b?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Победа Вкуса трюфели кофе мокка с...,52.69,699.99,https://sbermarket.ru//lenta/konfety-shokoladnye-pobeda-vkusa-tryufeli-kofe-mokka-s-martsipanom-v-gor-kom-shokolade-i-slivochnoy-pudre-225-g-611f433?sid=57
Лента,-,Сладости,Конфеты,Карамель Рот Фронт Раковые шейки 250 г,194.79,129.99,https://sbermarket.ru//lenta/karamel-rot-front-rakovye-sheyki-250-g-ced2234?sid=57
Лента,-,Сладости,Конфеты,Конфеты Вологда КФ Вологодская клюковка 250 г,399.99,329.99,https://sbermarket.ru//lenta/konfety-vologda-kf-vologodskaya-klyukovka-250-g-4d0a97f?sid=57
Лента,-,Сладости,Конфеты,Конфеты Три Кота Шоколадненько в шоколадной глазури 75 г,-,104.29,https://sbermarket.ru//lenta/konfety-tri-kota-shokoladnen-ko-v-shokoladnoy-glazuri-75-g-2119cee?sid=57
Лента,-,Сладости,Конфеты,Набор конфет Коркунов Pure Choco Collection 87 г,238.99,179.99,https://sbermarket.ru//lenta/nabor-konfet-korkunov-pure-choco-collection-87-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Славянка Степ лесной орех с арахисом и...,134.12,96.0,https://sbermarket.ru//lenta/konfety-shokoladnye-slavyanka-step-lesnoy-oreh-s-arahisom-i-fundukom?sid=57
Лента,-,Сладости,Конфеты,Конфеты кокосовые Лента Life 90 г,178.99,129.99,https://sbermarket.ru//lenta/konfety-kokosovye-lenta-life-90-g-06cb0ad?sid=57
Лента,-,Сладости,Конфеты,Конфеты желейные Eco Botanica с экстрактом зеленого чая и...,147.39,109.99,https://sbermarket.ru//lenta/konfety-zheleynye-eco-botanica-s-ekstraktom-zelenogo-chaya-i-vitaminami-200-g-5b01af6?sid=57
Лента,-,Сладости,Конфеты,Набор конфет Коркунов Ореховая коллекция 165 г,631.59,249.99,https://sbermarket.ru//lenta/nabor-konfet-korkunov-orehovaya-kollektsiya-165-g-17dd305?sid=57
Лента,-,Сладости,Конфеты,Конфеты Цитрон глазированные с помадкой,-,58.96,https://sbermarket.ru//lenta/konfety-tsitron-glazirovannye-s-pomadkoy-a9423cf?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Фабрика имени Крупской Белочка с...,263.19,199.99,https://sbermarket.ru//lenta/konfety-glazirovannye-fabrika-imeni-krupskoy-belochka-s-fundukom-200-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты карамель Лакомства Для Здоровья леденцовая со...,105.29,69.99,https://sbermarket.ru//lenta/konfety-karamel-lakomstva-dlya-zdorov-ya-ledentsovaya-so-vkusom-maliny-50-g-06b2610?sid=57
Лента,-,Сладости,Конфеты,Карамель Лакомства Для Здоровья мед и лимон без сахара 50 г,105.29,69.99,https://sbermarket.ru//lenta/karamel-lakomstva-dlya-zdorov-ya-med-i-limon-bez-sahara-50-g-347f092?sid=57
Лента,-,Сладости,Конфеты,Набор конфет Коркунов Ассорти из темного шоколада 165 г,631.59,249.99,https://sbermarket.ru//lenta/nabor-konfet-korkunov-assorti-iz-temnogo-shokolada-165-g-a54f948?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Hamlet Chocolate Flake Truffle Dark...,-,526.39,https://sbermarket.ru//lenta/konfety-shokoladnye-hamlet-chocolate-flake-truffle-dark-tryufel-s-temnym-shokoladom-125-g-013ebee?sid=57
Лента,-,Сладости,Конфеты,Трубочка для молока Муми сливочный микс 30 г,52.69,50.06,https://sbermarket.ru//lenta/trubochka-dlya-moloka-mumi-slivochnyy-miks-30-g-fefe80b?sid=57
Лента,-,Сладости,Конфеты,Драже Fantasy Арахис в какао-порошке 200 г,-,47.39,https://sbermarket.ru//lenta/drazhe-fantasy-arahis-v-kakao-poroshke-200-g-b3db935?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Essen Золушка 200 г,136.89,74.99,https://sbermarket.ru//lenta/shokoladnye-konfety-essen-zolushka-200-g-8eb81f0?sid=57
Лента,-,Сладости,Конфеты,"Карамель Eco Botanica с экстрактом шиповника, медом и...",94.79,69.99,https://sbermarket.ru//lenta/karamel-eco-botanica-s-ekstraktom-shipovnika-medom-i-vitaminami-150-g-0113073?sid=57
