Магазин,Адресс,Категория,Подкатегория,Наименование товара,Цена со скидкой,Цена без скидки,Ссылка на товар
Лента,-,Сладости,Конфеты,Конфеты глазированные La Boheme Shodo-Muale-Parfee,118.64,77.0,https://sbermarket.ru//lenta/konfety-glazirovannye-la-boheme-shodo-muale-parfee-af94723?sid=57
Лента,-,Сладости,Конфеты,Конфеты трюфельные Premium Club Трюфель классический 200 г,178.99,149.99,https://sbermarket.ru//lenta/konfety-tryufel-nye-premium-club-tryufel-klassicheskiy-200-g-8600f17?sid=57
Лента,-,Сладости,Конфеты,Фруктово-ореховая смесь Premium Club к шампанскому в...,336.89,279.99,https://sbermarket.ru//lenta/fruktovo-orehovaya-smes-premium-club-k-shampanskomu-v-shokoladnoy-glazuri-200-g?sid=57
Лента,-,Сладости,Конфеты,Жевательные конфеты KDV Fruit Story в ассортименте (вкус по...,67.38,50.98,https://sbermarket.ru//lenta/zhevatel-nye-konfety-kdv-fruit-story-v-assortimente-vkus-po-nalichiyu-14a6c60?sid=57
Лента,-,Сладости,Конфеты,Карамель Werther's Оriginal 50 г,71.59,49.89,https://sbermarket.ru//lenta/karamel-werther-s-original-50-g-32a3c2a?sid=57
Лента,-,Сладости,Конфеты,Конфеты вафельные Essen Как так? с карамелью и кокосом 210 г,157.89,109.99,https://sbermarket.ru//lenta/konfety-vafel-nye-essen-kak-tak-s-karamel-yu-i-kokosom-210-g-2693683?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Акконд Добрянка мини с кремовой...,263.19,199.99,https://sbermarket.ru//lenta/konfety-glazirovannye-akkond-dobryanka-mini-s-kremovoy-nachinkoy-s-fundukom-s-vozdushnym-risom-270-g-963054c?sid=57
Лента,-,Сладости,Конфеты,Конфеты Славянка Ананасная долина вафельные,126.32,79.98,https://sbermarket.ru//lenta/konfety-slavyanka-ananasnaya-dolina-vafel-nye-bcdb408?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Cupido Irish whisky & cream с ирландским...,452.69,299.99,https://sbermarket.ru//lenta/konfety-shokoladnye-cupido-irish-whisky-cream-s-irlandskim-viski-150-g-49ba668?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Essen ДаЁжъ! с карамелью сливками и...,526.29,299.99,https://sbermarket.ru//lenta/konfety-shokoladnye-essen-dayozh-s-karamel-yu-slivkami-i-krispi-1-kg-be191ff?sid=57
Лента,-,Сладости,Конфеты,Конфеты пралине Red из молочного шоколада с кокосовой...,421.09,284.99,https://sbermarket.ru//lenta/konfety-praline-red-iz-molochnogo-shokolada-s-kokosovoy-nachinkoy-bez-sahara-132-g-7b68550?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Кофе в молочной глазури 130 г,94.79,77.99,https://sbermarket.ru//lenta/konfety-shokoladnye-kofe-v-molochnoy-glazuri-130-g-d860451?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные KDV Глэйс с шоколадным вкусом,90.52,59.98,https://sbermarket.ru//lenta/konfety-glazirovannye-kdv-gleys-s-shokoladnym-vkusom-6279c96?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Победа вкуса Соната с лесным орехом и...,210.59,164.99,https://sbermarket.ru//lenta/shokoladnye-konfety-pobeda-vkusa-sonata-s-lesnym-orehom-i-orehovym-kremom-200-g-7341f3f?sid=57
Лента,-,Сладости,Конфеты,Конфеты мультизлаковые Vitok с топинамбуром,187.38,126.0,https://sbermarket.ru//lenta/konfety-mul-tizlakovye-vitok-s-topinamburom-963d80a?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Фабрика имени Крупской Грильяж карамель...,189.49,149.99,https://sbermarket.ru//lenta/konfety-shokoladnye-fabrika-imeni-krupskoy-gril-yazh-karamel-s-arahisom-200-g-1cabbcc?sid=57
Лента,-,Сладости,Конфеты,Конфеты Славянка глазированные пралиновые в вафельной крошке,947.39,569.99,https://sbermarket.ru//lenta/konfety-slavyanka-glazirovannye-pralinovye-v-vafel-noy-kroshke-e0ad98f?sid=57
Лента,-,Сладости,Конфеты,Конфеты Славянка Фрутландия Апельсинов и Лимонов желейные...,84.22,74.0,https://sbermarket.ru//lenta/konfety-slavyanka-frutlandiya-apel-sinov-i-limonov-zheleynye-neglazirovannye-8c9d2ee?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Акконд Нямик с молочным вкусом 270 г,171.49,129.99,https://sbermarket.ru//lenta/konfety-shokoladnye-akkond-nyamik-s-molochnym-vkusom-270-g-76683df?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Княжеские 200 г,231.59,119.99,https://sbermarket.ru//lenta/konfety-shokoladnye-knyazheskie-200-g-2e63d3c?sid=57
Лента,-,Сладости,Конфеты,Конфеты Бабаевский Вдохновение 215 г,368.49,269.99,https://sbermarket.ru//lenta/konfety-babaevskiy-vdohnovenie-215-g-31c9694?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Славянка Степ Лесной орех с арахисом...,139.99,90.24,https://sbermarket.ru//lenta/konfety-glazirovannye-slavyanka-step-lesnoy-oreh-s-arahisom-i-fundukom-192-g-6b7bc81?sid=57
Лента,-,Сладости,Конфеты,Конфеты вафельные Amapola клюква и яблоко 100 г,210.59,149.99,https://sbermarket.ru//lenta/konfety-vafel-nye-amapola-klyukva-i-yabloko-100-g-bd1c819?sid=57
Лента,-,Сладости,Конфеты,Карамель Акконд Капелька микс 200 г,157.89,99.99,https://sbermarket.ru//lenta/karamel-akkond-kapel-ka-miks-200-g-8f550da?sid=57
Лента,-,Сладости,Конфеты,Конфеты желейные KDV Золотая стрекоза ассорти,131.57,74.98,https://sbermarket.ru//lenta/konfety-zheleynye-kdv-zolotaya-strekoza-assorti-27acaf6?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Фружеле Фитнес манго в кокосовом...,189.49,109.99,https://sbermarket.ru//lenta/konfety-glazirovannye-fruzhele-fitnes-mango-v-kokosovom-fruzhele-190-g-2f51f25?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Рот Фронт Осенний вальс 250 г,421.09,239.99,https://sbermarket.ru//lenta/konfety-shokoladnye-rot-front-osenniy-val-s-250-g-1c6fd05?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Zentis Марципановая картошка 100 г,199.99,149.99,https://sbermarket.ru//lenta/konfety-shokoladnye-zentis-martsipanovaya-kartoshka-100-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Фруже Вишня фружеле в шоколаде 190 г,210.59,149.99,https://sbermarket.ru//lenta/konfety-glazirovannye-fruzhe-vishnya-fruzhele-v-shokolade-190-g-e2d93f3?sid=57
Лента,-,Сладости,Конфеты,Конфеты карамель Кремка со вкусом клубники и сливок,67.38,49.98,https://sbermarket.ru//lenta/konfety-karamel-kremka-so-vkusom-klubniki-i-slivok-e0e804d?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Konfesta Соленая карамель 130 г,144.29,94.99,https://sbermarket.ru//lenta/konfety-glazirovannye-konfesta-solenaya-karamel-130-g-1cd6e13?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Степ Super Step,126.32,86.0,https://sbermarket.ru//lenta/konfety-glazirovannye-step-super-step-00aee40?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Акконд Адель с кремовой начинкой и...,199.99,159.99,https://sbermarket.ru//lenta/konfety-shokoladnye-akkond-adel-s-kremovoy-nachinkoy-i-mindalem-150-g-577db86?sid=57
Лента,-,Сладости,Конфеты,Драже Рот Фронт Изюм в шоколадной глазури 200 г,164.29,99.89,https://sbermarket.ru//lenta/drazhe-rot-front-izyum-v-shokoladnoy-glazuri-200-g-6ffa969?sid=57
Лента,-,Сладости,Конфеты,Конфеты Konti Батончик с арахисом,103.16,69.98,https://sbermarket.ru//lenta/konfety-konti-batonchik-s-arahisom?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Hamlet Dessert Collection 175 г,-,947.39,https://sbermarket.ru//lenta/konfety-shokoladnye-hamlet-dessert-collection-175-g-b15a715?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Славянка Маленькое чудо сливочные 206 г,199.99,123.49,https://sbermarket.ru//lenta/konfety-shokoladnye-slavyanka-malen-koe-chudo-slivochnye-206-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты марципановые Grondard с вишней-коньяком 140 г,331.59,219.99,https://sbermarket.ru//lenta/konfety-martsipanovye-grondard-s-vishney-kon-yakom-140-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты Яшкино ириска жевательная Нота Бум с ореховой...,473.69,359.9,https://sbermarket.ru//lenta/konfety-yashkino-iriska-zhevatel-naya-nota-bum-s-orehovoy-nachinkoy-1-kg-2c914a4?sid=57
Лента,-,Сладости,Конфеты,Конфеты молочные Сливочный каприз ассорти 250 г,73.69,59.99,https://sbermarket.ru//lenta/konfety-molochnye-slivochnyy-kapriz-assorti-250-g-f89892e?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Победа Вкуса Трюфели без сахара 150 г,-,221.09,https://sbermarket.ru//lenta/konfety-shokoladnye-pobeda-vkusa-tryufeli-bez-sahara-150-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Delisse черная смородина с абрикосом...,126.39,99.99,https://sbermarket.ru//lenta/konfety-glazirovannye-delisse-chernaya-smorodina-s-abrikosom-200-g-466150f?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Hamlet Chocolate Flake Truffles Milk...,-,526.39,https://sbermarket.ru//lenta/konfety-shokoladnye-hamlet-chocolate-flake-truffles-milk-tryufel-s-molochnym-shokoladom-125-g-8d6b186?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные с черносливом в глазури,111.58,94.0,https://sbermarket.ru//lenta/konfety-shokoladnye-s-chernoslivom-v-glazuri-5206922?sid=57
Лента,-,Сладости,Конфеты,Конфеты жевательные Mamba Волшебный твист 70 г,105.29,74.89,https://sbermarket.ru//lenta/konfety-zhevatel-nye-mamba-volshebnyy-tvist-70-g-5e8f58d?sid=57
Лента,-,Сладости,Конфеты,Трюфель Марсианка 200 г,147.29,79.99,https://sbermarket.ru//lenta/tryufel-marsianka-200-g-bae4e29?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Славянка Левушка детям Чудо-звери 207 г,236.89,139.99,https://sbermarket.ru//lenta/konfety-shokoladnye-slavyanka-levushka-detyam-chudo-zveri-207-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Merci Ассорти 400 г,263.19,699.99,https://sbermarket.ru//lenta/konfety-shokoladnye-merci-assorti-400-g-00e7e87?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Ferrero Rocher хрустящие с лесным орехом...,-,356.89,https://sbermarket.ru//lenta/konfety-shokoladnye-ferrero-rocher-hrustyaschie-s-lesnym-orehom-125-g-5db4f6d?sid=57
Лента,-,Сладости,Конфеты,Конфеты жевательные Mamba кислая 70 г,105.29,69.89,https://sbermarket.ru//lenta/konfety-zhevatel-nye-mamba-kislaya-70-g-f4fbc9b?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Фружеле Фитнес клубника в банановом...,189.49,109.99,https://sbermarket.ru//lenta/konfety-glazirovannye-fruzhele-fitnes-klubnika-v-bananovom-fruzhele-190-g-a10e701?sid=57
Лента,-,Сладости,Конфеты,Конфеты батончики Здоровые сладости Какао со стевией 200 г,242.19,199.99,https://sbermarket.ru//lenta/konfety-batonchiki-zdorovye-sladosti-kakao-so-steviey-200-g-04ceac3?sid=57
Лента,-,Сладости,Конфеты,Конфеты вафельные Raffaello 240 г,-,563.39,https://sbermarket.ru//lenta/konfety-vafel-nye-raffaello-240-g-88f9260?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Джаззи нуга и карамель Халяль,84.22,59.98,https://sbermarket.ru//lenta/konfety-shokoladnye-dzhazzi-nuga-i-karamel-halyal-d6d2cba?sid=57
Лента,-,Сладости,Конфеты,Конфеты Красный Октябрь Ласточка,143.16,80.0,https://sbermarket.ru//lenta/konfety-krasnyy-oktyabr-lastochka-c299b1c?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Лента Сливочная Му вафельные в...,315.79,269.99,https://sbermarket.ru//lenta/konfety-glazirovannye-lenta-slivochnaya-mu-vafel-nye-v-glazuri-1-kg-c58116d?sid=57
Лента,-,Сладости,Конфеты,Конфеты вафельные Amapola Миндаль и зеленый чай 100 г,210.59,149.99,https://sbermarket.ru//lenta/konfety-vafel-nye-amapola-mindal-i-zelenyy-chay-100-g-ebb7e0c?sid=57
Лента,-,Сладости,Конфеты,Карамель РотФронт Москвичка 250 г,168.49,109.99,https://sbermarket.ru//lenta/karamel-rotfront-moskvichka-250-g-98381d1?sid=57
Лента,-,Сладости,Конфеты,Конфеты карамель леденцовая Холодок Фрутти Classiс 12 г,5.19,3.89,https://sbermarket.ru//lenta/konfety-karamel-ledentsovaya-holodok-frutti-classis-12-g-5cd82c1?sid=57
Лента,-,Сладости,Конфеты,Конфеты Dolce Albero Ассорти 200 г,294.79,259.99,https://sbermarket.ru//lenta/konfety-dolce-albero-assorti-200-g-9c07e96?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Рот Фронт Коровка Топленое молоко 250 г,305.29,189.99,https://sbermarket.ru//lenta/konfety-shokoladnye-rot-front-korovka-toplenoe-moloko-250-g-a7b6ed0?sid=57
Лента,-,Сладости,Конфеты,Конфеты карамель леденцовая Холодок Фрутти White 12 г,5.19,3.89,https://sbermarket.ru//lenta/konfety-karamel-ledentsovaya-holodok-frutti-white-12-g-eb487ac?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Славянка Обыкновенное чудо,151.58,99.98,https://sbermarket.ru//lenta/konfety-glazirovannye-slavyanka-obyknovennoe-chudo-84e591f?sid=57
Лента,-,Сладости,Конфеты,Конфеты Фруже Чернослив в шоколаде глазированные 190 г,242.19,169.99,https://sbermarket.ru//lenta/konfety-fruzhe-chernosliv-v-shokolade-glazirovannye-190-g-e39a0c4?sid=57
Лента,-,Сладости,Конфеты,Конфеты карамель Бабаевский Малютка ассорти ~1 кг,389.49,299.99,https://sbermarket.ru//lenta/konfety-karamel-babaevskiy-malyutka-assorti-1-kg-a82d1d7?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные O'Zera Вкус радостного утра 180 г,526.39,369.99,https://sbermarket.ru//lenta/konfety-shokoladnye-o-zera-vkus-radostnogo-utra-180-g-61a5b95?sid=57
Лента,-,Сладости,Конфеты,Конфеты Яшкино Ярче с арахисом,92.62,71.98,https://sbermarket.ru//lenta/konfety-yashkino-yarche-s-arahisom-8f17ce9?sid=57
Лента,-,Сладости,Конфеты,"Конфеты жевательные Mamba Ассорти вкусов 79,5 г",105.29,69.89,https://sbermarket.ru//lenta/konfety-zhevatel-nye-mamba-assorti-vkusov-79-5-g-db3adf5?sid=57
Лента,-,Сладости,Конфеты,Конфеты трюфель Essen Классик 200 г,168.49,118.62,https://sbermarket.ru//lenta/konfety-tryufel-essen-klassik-200-g-9d2c411?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Пекарь Мини-тортик Балтийский,147.38,94.98,https://sbermarket.ru//lenta/konfety-shokoladnye-pekar-mini-tortik-baltiyskiy-b643f1b?sid=57
Лента,-,Сладости,Конфеты,Конфеты вафельные Raffaello 200 г,-,630.49,https://sbermarket.ru//lenta/konfety-vafel-nye-raffaello-200-g-1cde500?sid=57
Лента,-,Сладости,Конфеты,Конфеты Кремлина чернослив в шоколадной глазури 190 г,199.99,169.99,https://sbermarket.ru//lenta/konfety-kremlina-chernosliv-v-shokoladnoy-glazuri-190-g-f9e7a66?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Красный Октябрь Toffee Original с...,168.49,114.99,https://sbermarket.ru//lenta/shokoladnye-konfety-krasnyy-oktyabr-toffee-original-s-nachinkoy-250-g-7d222f7?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Cupido Whisky с шотландским виски 150 г,452.69,299.99,https://sbermarket.ru//lenta/konfety-shokoladnye-cupido-whisky-s-shotlandskim-viski-150-g-17f08a7?sid=57
Лента,-,Сладости,Конфеты,Карамель леденцовая РотФронт Барбарис 250 г,105.29,74.99,https://sbermarket.ru//lenta/karamel-ledentsovaya-rotfront-barbaris-250-g-518f339?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Славянка Медунок с орехом,105.28,79.98,https://sbermarket.ru//lenta/shokoladnye-konfety-slavyanka-medunok-s-orehom-74f7b05?sid=57
Лента,-,Сладости,Конфеты,Конфеты Славянка Обыкновенное чудо вафельные глазированные...,52.69,26.99,https://sbermarket.ru//lenta/konfety-slavyanka-obyknovennoe-chudo-vafel-nye-glazirovannye-55-g-9921085?sid=57
Лента,-,Сладости,Конфеты,Конфеты Славянка Боярушка Тортик классический 38 г,29.49,16.99,https://sbermarket.ru//lenta/konfety-slavyanka-boyarushka-tortik-klassicheskiy-38-g-6022f3e?sid=57
Лента,-,Сладости,Конфеты,Конфеты Кonti Timi сливки,151.58,99.98,https://sbermarket.ru//lenta/konfety-konti-timi-slivki-965af7e?sid=57
Лента,-,Сладости,Конфеты,Конфеты желейные Кonti Живинка арбуз,-,78.95,https://sbermarket.ru//lenta/konfety-zheleynye-konti-zhivinka-arbuz-07985f9?sid=57
Лента,-,Сладости,Конфеты,Карамель леденцовая Рот Фронт Фрукты-ягодки микс,58.96,48.0,https://sbermarket.ru//lenta/karamel-ledentsovaya-rot-front-frukty-yagodki-miks-a1493cb?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные La Boheme Брауни,105.28,79.98,https://sbermarket.ru//lenta/konfety-shokoladnye-la-boheme-brauni?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Hamlet Трюфели из белого шоколада 125 г,-,526.39,https://sbermarket.ru//lenta/konfety-shokoladnye-hamlet-tryufeli-iz-belogo-shokolada-125-g-ae76c3a?sid=57
Лента,-,Сладости,Конфеты,Конфеты леденцы Империя Монпансье 65 г,-,105.29,https://sbermarket.ru//lenta/konfety-ledentsy-imperiya-monpansie-65-g-8c7c20d?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Славянка Левушка шоколадный ирис,115.8,74.0,https://sbermarket.ru//lenta/konfety-shokoladnye-slavyanka-levushka-shokoladnyy-iris-973742b?sid=57
Лента,-,Сладости,Конфеты,Конфеты Raffaello с цельным миндальным орехом в кокосовой...,-,314.69,https://sbermarket.ru//lenta/konfety-raffaello-s-tsel-nym-mindal-nym-orehom-v-kokosovoy-obsypke-100-g-686fba1?sid=57
Лента,-,Сладости,Конфеты,Конфеты пралиновые КДВ Верsаль с воздушными шариками в...,98.94,69.98,https://sbermarket.ru//lenta/konfety-pralinovye-kdv-versal-s-vozdushnymi-sharikami-v-shokoladnoy-glazuri-bf658f1?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Delisse Финик с апельсином 200 г,126.39,99.99,https://sbermarket.ru//lenta/konfety-glazirovannye-delisse-finik-s-apel-sinom-200-g-ab7e602?sid=57
Лента,-,Сладости,Конфеты,Конфеты Amapola Кокос с миндалем 100 г,210.59,149.99,https://sbermarket.ru//lenta/konfety-amapola-kokos-s-mindalem-100-g-14dcfa0?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Фабрика имени Крупской Великий клоун с...,263.19,159.99,https://sbermarket.ru//lenta/konfety-shokoladnye-fabrika-imeni-krupskoy-velikiy-kloun-s-orehami-200-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты вафельные Славянка Топленое молоко глазированные,126.32,89.98,https://sbermarket.ru//lenta/konfety-vafel-nye-slavyanka-toplenoe-moloko-glazirovannye-604da32?sid=57
Лента,-,Сладости,Конфеты,Конфеты Фруже глазированные Чернослив с миндалем в шоколаде...,242.19,169.99,https://sbermarket.ru//lenta/konfety-fruzhe-glazirovannye-chernosliv-s-mindalem-v-shokolade-190-g-feff835?sid=57
Лента,-,Сладости,Конфеты,Карамель KDV Дворянка в глазури,102.12,79.98,https://sbermarket.ru//lenta/karamel-kdv-dvoryanka-v-glazuri-b59689b?sid=57
Лента,-,Сладости,Конфеты,Конфеты желейные Невский Кондитер Фрунтик фруктовые 200 г,64.22,50.0,https://sbermarket.ru//lenta/konfety-zheleynye-nevskiy-konditer-fruntik-fruktovye-200-g-18b25a9?sid=57
Лента,-,Сладости,Конфеты,Конфеты Amapola фундук и ваниль 100 г,210.59,149.99,https://sbermarket.ru//lenta/konfety-amapola-funduk-i-vanil-100-g-703d60f?sid=57
Лента,-,Сладости,Конфеты,Ирис Яшкино с арахисом 140 г,63.19,49.99,https://sbermarket.ru//lenta/iris-yashkino-s-arahisom-140-g-1449032?sid=57
Лента,-,Сладости,Конфеты,Конфеты Фруже Фрукты в шоколаде глазированные 190 г,242.19,169.99,https://sbermarket.ru//lenta/konfety-fruzhe-frukty-v-shokolade-glazirovannye-190-g-de8d293?sid=57
Лента,-,Сладости,Конфеты,Конфеты Рот Фронт Ромашки,157.9,88.0,https://sbermarket.ru//lenta/konfety-rot-front-romashki-2ad3bd0?sid=57
Лента,-,Сладости,Конфеты,Конфеты кокосовые Лента Life с кусочками манго 90 г,178.99,129.99,https://sbermarket.ru//lenta/konfety-kokosovye-lenta-life-s-kusochkami-mango-90-g-cbbb4ed?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Merci Ассорти из темного шоколада 250 г,473.69,299.99,https://sbermarket.ru//lenta/konfety-shokoladnye-merci-assorti-iz-temnogo-shokolada-250-g-c7b6e81?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Столичные Штучки Мусс капучино 104 г,268.49,179.99,https://sbermarket.ru//lenta/konfety-shokoladnye-stolichnye-shtuchki-muss-kapuchino-104-g-92da907?sid=57
Лента,-,Сладости,Конфеты,Жевательные конфеты Mamba Fantastic Mix 150 г,189.49,139.89,https://sbermarket.ru//lenta/zhevatel-nye-konfety-mamba-fantastic-mix-150-g-85b14e1?sid=57
Лента,-,Сладости,Конфеты,Конфеты Dolce Albero из молочного шоколада с цельным лесным...,294.79,259.99,https://sbermarket.ru//lenta/konfety-dolce-albero-iz-molochnogo-shokolada-s-tsel-nym-lesnym-orehom-200-g-ee45ebd?sid=57
Лента,-,Сладости,Конфеты,Конфеты жевательные Gloriss Jefrutto ассорти 75 г,-,121.09,https://sbermarket.ru//lenta/konfety-zhevatel-nye-gloriss-jefrutto-assorti-75-g-0809f6a?sid=57
Лента,-,Сладости,Конфеты,Карамель Рот Фронт Гусиные лапки 250 г,136.89,109.99,https://sbermarket.ru//lenta/karamel-rot-front-gusinye-lapki-250-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Ferrero Rocher 75 г,-,259.29,https://sbermarket.ru//lenta/konfety-shokoladnye-ferrero-rocher-75-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты жевательные Gloriss в шоколаде манго-малина 75 г,-,121.09,https://sbermarket.ru//lenta/konfety-zhevatel-nye-gloriss-v-shokolade-mango-malina-75-g-908152f?sid=57
Лента,-,Сладости,Конфеты,Конфеты вафельные Победа Вкуса Птица счастья с начинкой из...,210.59,169.99,https://sbermarket.ru//lenta/konfety-vafel-nye-pobeda-vkusa-ptitsa-schast-ya-s-nachinkoy-iz-tertogo-mindalya-200-g-2a24602?sid=57
Лента,-,Сладости,Конфеты,Конфеты вафельные Конфеста с кокосом 150 г,136.89,99.99,https://sbermarket.ru//lenta/konfety-vafel-nye-konfesta-s-kokosom-150-g-243efd0?sid=57
Лента,-,Сладости,Конфеты,Конфеты Grondard Марципановые с кокосовой начинкой и ромом...,331.59,219.99,https://sbermarket.ru//lenta/konfety-grondard-martsipanovye-s-kokosovoy-nachinkoy-i-romom-140-g-e8328f1?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Красный Октябрь Цитрон,113.7,74.0,https://sbermarket.ru//lenta/shokoladnye-konfety-krasnyy-oktyabr-tsitron-d674ea2?sid=57
Лента,-,Сладости,Конфеты,Набор конфет Red Delight с ореховой начинкой 132 г,352.69,289.99,https://sbermarket.ru//lenta/nabor-konfet-red-delight-s-orehovoy-nachinkoy-132-g-d0a58b9?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Бабаевские Вдохновение 250 г,442.19,249.99,https://sbermarket.ru//lenta/konfety-shokoladnye-babaevskie-vdohnovenie-250-g-6054a26?sid=57
Лента,-,Сладости,Конфеты,Конфеты вафельные Акконд Десерт Фараделла со сливочной...,178.99,139.99,https://sbermarket.ru//lenta/konfety-vafel-nye-akkond-desert-faradella-so-slivochnoy-kremovoy-nachinkoy-v-karameli-s-obsypkoy-krupkoy-arahisa-v-shokoladnoy-glazuri-250-g-3bbf85b?sid=57
Лента,-,Сладости,Конфеты,Конфеты карамель Рот Фронт Барбарис,78.96,59.0,https://sbermarket.ru//lenta/konfety-karamel-rot-front-barbaris-06889a6?sid=57
Лента,-,Сладости,Конфеты,Конфеты Славянка В стране лилипутов,136.86,100.0,https://sbermarket.ru//lenta/konfety-slavyanka-v-strane-liliputov-a26cd94?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Ferrero Collection 109 г,-,428.39,https://sbermarket.ru//lenta/shokoladnye-konfety-ferrero-collection-109-g-c29a58e?sid=57
Лента,-,Сладости,Конфеты,Конфеты карамель Лакомства Для здоровья со вкусом...,98.39,69.99,https://sbermarket.ru//lenta/konfety-karamel-lakomstva-dlya-zdorov-ya-so-vkusom-mul-tifrukta-bez-sahara-50-g-5c310af?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Марсианка Эстерхази 200 г,147.29,109.99,https://sbermarket.ru//lenta/shokoladnye-konfety-marsianka-esterhazi-200-g-1c8749d?sid=57
Лента,-,Сладости,Конфеты,Конфеты Фруже Ягоды Фружеле в шоколаде 200 г,389.49,269.99,https://sbermarket.ru//lenta/konfety-fruzhe-yagody-fruzhele-v-shokolade-200-g-95dbaa7?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Вдохновение Fruzipan манго-кокос 145 г,684.29,369.99,https://sbermarket.ru//lenta/konfety-shokoladnye-vdohnovenie-fruzipan-mango-kokos-145-g-b0e1629?sid=57
Лента,-,Сладости,Конфеты,"Жевательные конфеты Mamba 2 в 1 79,5 г",105.29,69.89,https://sbermarket.ru//lenta/zhevatel-nye-konfety-mamba-2-v-1-79-5-g-dcad2bd?sid=57
Лента,-,Сладости,Конфеты,Ирис Яшкино с шоколадным вкусом 140 г,55.79,44.99,https://sbermarket.ru//lenta/iris-yashkino-s-shokoladnym-vkusom-140-g-650be2f?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Акконд Птица дивная 300 г,378.99,299.99,https://sbermarket.ru//lenta/shokoladnye-konfety-akkond-ptitsa-divnaya-300-g-ede0384?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Петродиет Мягкий грильяж на фруктозе 200...,242.19,204.99,https://sbermarket.ru//lenta/konfety-shokoladnye-petrodiet-myagkiy-gril-yazh-na-fruktoze-200-g-b3f515f?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Konti Esfero фисташки 186 г,368.49,269.99,https://sbermarket.ru//lenta/konfety-shokoladnye-konti-esfero-fistashki-186-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты Konti Bonjour со вкусом шоколада 80 г,136.89,89.99,https://sbermarket.ru//lenta/konfety-konti-bonjour-so-vkusom-shokolada-80-g-bb10170?sid=57
